filename;timestamp;date UTC+2;latitude;longitude
1561968214.0569375.jpg;1561968214056;2019-07-01 08:03:34;47.5669153;7.6138158
1561969573.1033251.jpg;1561969573103;2019-07-01 08:26:13;47.5530413;7.5888684
1561969812.0916448.jpg;1561969812091;2019-07-01 08:30:12;47.5515708;7.5875731
1561970671.1091876.jpg;1561970671109;2019-07-01 08:44:31;47.5446354;7.585769
1561972508.0642009.jpg;1561972508064;2019-07-01 09:15:08;47.545859;7.591638
1561972870.102246.jpg;1561972870010;2019-07-01 09:21:10;47.5521953;7.6000922
1561973174.0323722.jpg;1561973174032;2019-07-01 09:26:14;47.5482783;7.6192005
1561973309.1169457.jpg;1561973309116;2019-07-01 09:28:29;47.5510571;7.6131737
1561973448.0348606.jpg;1561973448034;2019-07-01 09:30:48;47.5521152;7.6083204
1561974372.0403242.jpg;1561974372040;2019-07-01 09:46:12;47.5524093;7.5899196
1561974720.0390017.jpg;1561974720039;2019-07-01 09:52:00;47.5583046;7.5878329
1561974831.0754275.jpg;1561974831075;2019-07-01 09:53:51;47.5573458;7.5868443
1561974902.1002665.jpg;1561974902100;2019-07-01 09:55:02;47.5573955;7.5829614
1561977269.117651.jpg;1561977269011;2019-07-01 10:34:29;47.5447106;7.5753256
1561977921.1537807.jpg;1561977921153;2019-07-01 10:45:21;47.554076;7.5857122
1562074871.1147695.jpg;1562074871114;2019-07-02 13:41:11;47.5536541;7.6040226
1562075535.0644138.jpg;1562075535064;2019-07-02 13:52:15;47.5636128;7.6038297
1562075647.131239.jpg;1562075647013;2019-07-02 13:54:07;47.5652614;7.6086854
1562077162.1100304.jpg;1562077162110;2019-07-02 14:19:22;47.5567723;7.5962492
1562077190.1411638.jpg;1562077190141;2019-07-02 14:19:50;47.5552059;7.5949413
1562077649.079449.jpg;1562077649007;2019-07-02 14:27:29;47.5517881;7.5892067
1562077854.2103026.jpg;1562077854210;2019-07-02 14:30:54;47.5497246;7.5905864
1562077962.133011.jpg;1562077962013;2019-07-02 14:32:42;47.547284;7.5845509
1562078392.1252325.jpg;1562078392125;2019-07-02 14:39:52;47.5385346;7.5927888
